epoch,train_loss,val_loss,train_PPL,val_blue,lr
1,7.060240740970456,6.802046140034993,1164.7255291781808,4.961600271665007,1e-05
2,6.37591653933628,6.51381778717041,587.5236728012295,5.625220918407779,8.9e-05
3,5.709884809361373,5.789346853892009,301.8362975643209,6.778878121741166,0.000168
4,5.101702228152781,5.430288473765056,164.3013477764284,6.397075417269156,0.000247
5,4.663505056779162,5.169140021006267,106.00699227332397,9.389343341348315,0.000326
6,4.31304010670248,4.995093027750651,74.66714031733001,10.710625025309307,0.000405
7,4.034530117071504,4.906407515207927,56.516357926452834,10.775953881131622,0.000484
8,3.851674286867503,4.819775740305583,47.07180900332216,11.515807214169646,0.000563
9,3.727282997515562,4.761086781819661,41.566019624089705,7.228487245376209,0.000642
10,3.638369871843919,4.720094521840413,38.02979273340444,10.67230722295123,0.000721
11,3.572681331520172,4.700733661651611,35.611952700484515,10.786219403341887,0.000723606797749979
12,3.472990246985456,4.651769479115804,32.232983061866655,7.434248481380654,0.0007082052971103158
13,3.3769211774821475,4.639999071756999,29.28048278401115,8.120275822108463,0.0006915874509685647
14,3.2909154428852547,4.589389483133952,26.86744801552389,8.173328652438872,0.0006738188423714755
15,3.2138153340319078,4.573605060577393,24.873807296902573,7.185407920260704,0.000654969595899476
16,3.1428729675942475,4.594266255696614,23.170338959883978,7.137698709784237,0.0006351141009169894
17,3.0766459746326476,4.556842645009358,21.685546411317247,6.4256545863249475,0.0006143307179915986
18,3.011664268210066,4.632163047790527,20.32119171149954,5.278835101572834,0.0005927014696406861
19,2.9493613837720107,4.671981652577718,19.093756251297485,5.651801861346158,0.0005703117166260291
20,2.8881590383515943,4.69022003809611,17.960215080864476,7.119039561209508,0.0005472498210738713
21,2.8268503530991733,4.732209046681722,16.892172570017618,5.501272691819175,0.0005236067977499791
22,2.7671764720258096,4.745830059051514,15.913637913998679,5.48405045802064,0.0004994759548659418
23,2.7090394519787613,4.780467510223389,15.014846105198838,6.4210780057782175,0.00047495252583428996
24,2.650561088566586,4.823131243387858,14.161982543037404,5.8140955567490655,0.00045013329342572184
25,2.5942675912980553,4.894557158152263,13.386779176486424,6.168761275277859,0.0004251162078117254
26,2.5383563018817124,4.905582427978516,12.658846538747051,4.931622912805482,0.0004
27,2.4829866949031105,4.985341707865397,11.976982644593896,5.960109917565889,0.0003748837921882747
28,2.428356965954641,5.090732256571452,11.340234373630066,5.449199173718629,0.00034986670657427836
29,2.3754327234318504,5.129221280415853,10.755666408104597,5.7323196188187735,0.0003250474741657102
30,2.323889212642642,5.182023525238037,10.215326725595803,5.28067702359978,0.0003005240451340581
31,2.273137034272118,5.2252655029296875,9.709813103416572,5.147702097038472,0.00027639320225002114
32,2.224971960488555,5.354269027709961,9.253223344407482,5.383666765213267,0.00025275017892612895
33,2.177803145324012,5.395169099171956,8.82689354071877,5.75653721531065,0.00022968828337397094
34,2.1334502182418493,5.424630006154378,8.443950081379318,5.880682032380508,0.00020729853035931383
35,2.089933915675687,5.4947482744852705,8.08438089580288,5.50232386197188,0.00018566928200840126
36,2.0482086443500838,5.569656531016032,7.753998488755987,5.6846306871407855,0.0001648858990830108
37,2.0101269560752155,5.642828464508057,7.4642649209465395,5.7952946420505205,0.0001450304041005241
38,1.9739002892725188,5.696034113566081,7.198698812993364,5.2453329653957494,0.00012618115762852452
39,1.9398685770926716,5.750998020172119,6.957836491446409,5.362099580585114,0.00010841254903143547
40,1.9084578060703599,5.821271101633708,6.742682252498476,4.990183033317358,9.179470288968435e-05
41,1.879682556330729,5.857934633890788,6.551424823726097,4.722561632869832,7.639320225002106e-05
42,1.8524041330214027,5.902965227762858,6.3751277688831856,5.011798783763932,6.226882979919406e-05
43,1.8300034090769377,5.964097817738851,6.233907910360181,4.948744130963612,4.947732798245457e-05
44,1.8092514313668084,6.007622718811035,6.105875054530851,5.183792470492692,3.806917901359226e-05
45,1.7913941665233182,6.037675062815349,5.997808584061033,5.045697376217507,2.8089405644699463e-05
46,1.7767972277222777,6.053129196166992,5.910894819892744,4.957201382684264,1.957739348193859e-05
47,1.764008276754146,6.0779039065043134,5.8357820066737665,5.268047239717927,1.2566735548547615e-05
48,1.7541126761790946,6.0905351638793945,5.778318227115286,4.944074679948725,7.085099708524512e-06
49,1.7469785590823605,6.092061996459961,5.7372417247674035,5.078916571814475,3.154119474208894e-06
50,1.7422231127032273,6.0994523366292315,5.710023348439347,5.067254726903445,7.893086286913764e-07
