=== Training Log Started ===
Configurations: Namespace(data_root='/mnt/afs/250010063/AP0004_Midterm/data', save_path='/mnt/afs/250010063/AP0004_Midterm/results', exp='Transformer_lr_1e4', d_model=256, n_head=8, n_layers=3, ffn_dim=1024, dropout=0.33, norm_type='layernorm', pos_type='learnable', resume='', batch_size=240, lr=0.0001, epochs=50, clip=1.0, seed=42)
Using device: cuda
Model initialized with 24,743,010 trainable parameters
Epoch0, Iter [1/417] | Loss: 9.7792
Epoch0, Iter [133/417] | Loss: 7.2884
Epoch0, Iter [134/417] | Loss: 7.2672
Epoch0, Iter [135/417] | Loss: 7.2788
Epoch0, Iter [136/417] | Loss: 7.2717
Epoch0, Iter [137/417] | Loss: 7.2602
Epoch0, Iter [138/417] | Loss: 7.2493
Epoch0, Iter [139/417] | Loss: 7.2623
Epoch0, Iter [140/417] | Loss: 7.2329
Epoch0, Iter [141/417] | Loss: 7.2604
Epoch0, Iter [142/417] | Loss: 7.2134
Epoch0, Iter [143/417] | Loss: 7.2246
Epoch0, Iter [144/417] | Loss: 7.2294
Epoch0, Iter [145/417] | Loss: 7.2288
Epoch0, Iter [146/417] | Loss: 7.2473
Epoch0, Iter [147/417] | Loss: 7.1816
Epoch0, Iter [148/417] | Loss: 7.1761
Epoch0, Iter [149/417] | Loss: 7.1774
Epoch0, Iter [150/417] | Loss: 7.1916
Epoch0, Iter [151/417] | Loss: 7.2325
Epoch0, Iter [152/417] | Loss: 7.1886
Epoch0, Iter [153/417] | Loss: 7.1716
Epoch0, Iter [154/417] | Loss: 7.1847
Epoch0, Iter [155/417] | Loss: 7.2195
Epoch0, Iter [156/417] | Loss: 7.1655
Epoch0, Iter [157/417] | Loss: 7.1980
Epoch0, Iter [158/417] | Loss: 7.1370
Epoch0, Iter [159/417] | Loss: 7.1702
Epoch0, Iter [160/417] | Loss: 7.1670
Epoch0, Iter [161/417] | Loss: 7.1465
Epoch0, Iter [162/417] | Loss: 7.1560
Epoch0, Iter [163/417] | Loss: 7.1629
Epoch0, Iter [164/417] | Loss: 7.1442
Epoch0, Iter [165/417] | Loss: 7.1588
Epoch0, Iter [166/417] | Loss: 7.1527
Epoch0, Iter [167/417] | Loss: 7.1351
Epoch0, Iter [168/417] | Loss: 7.1520
Epoch0, Iter [169/417] | Loss: 7.1493
Epoch0, Iter [170/417] | Loss: 7.1322
Epoch0, Iter [171/417] | Loss: 7.1342
Epoch0, Iter [172/417] | Loss: 7.1260
Epoch0, Iter [173/417] | Loss: 7.1163
Epoch0, Iter [174/417] | Loss: 7.1186
Epoch0, Iter [175/417] | Loss: 7.1230
Epoch0, Iter [176/417] | Loss: 7.1087
Epoch0, Iter [177/417] | Loss: 7.0973
Epoch0, Iter [178/417] | Loss: 7.0959
Epoch0, Iter [179/417] | Loss: 7.1089
Epoch0, Iter [180/417] | Loss: 7.1432
Epoch0, Iter [181/417] | Loss: 7.1388
Epoch0, Iter [182/417] | Loss: 7.1115
Epoch0, Iter [183/417] | Loss: 7.1607
Epoch0, Iter [184/417] | Loss: 7.1006
Epoch0, Iter [185/417] | Loss: 7.0785
Epoch0, Iter [186/417] | Loss: 7.0315
Epoch0, Iter [187/417] | Loss: 7.0698
Epoch0, Iter [188/417] | Loss: 7.0620
Epoch0, Iter [189/417] | Loss: 7.0507
Epoch0, Iter [190/417] | Loss: 7.0597
Epoch0, Iter [191/417] | Loss: 7.0961
Epoch0, Iter [192/417] | Loss: 7.1016
Epoch0, Iter [193/417] | Loss: 7.1013
Epoch0, Iter [194/417] | Loss: 7.1532
Epoch0, Iter [195/417] | Loss: 7.1021
Epoch0, Iter [196/417] | Loss: 7.0642
Epoch0, Iter [197/417] | Loss: 7.0496
Epoch0, Iter [198/417] | Loss: 7.1157
Epoch0, Iter [199/417] | Loss: 7.0877
Epoch0, Iter [200/417] | Loss: 7.0806
Epoch0, Iter [201/417] | Loss: 7.0780
Epoch0, Iter [202/417] | Loss: 7.0884
Epoch0, Iter [203/417] | Loss: 7.0815
Epoch0, Iter [204/417] | Loss: 7.1009
Epoch0, Iter [205/417] | Loss: 7.0762
Epoch0, Iter [206/417] | Loss: 7.0607
Epoch0, Iter [207/417] | Loss: 7.0861
Epoch0, Iter [208/417] | Loss: 7.1015
Epoch0, Iter [209/417] | Loss: 7.1067
Epoch0, Iter [210/417] | Loss: 7.0838
Epoch0, Iter [211/417] | Loss: 7.0715
Epoch0, Iter [212/417] | Loss: 7.0472
Epoch0, Iter [213/417] | Loss: 7.0702
Epoch0, Iter [214/417] | Loss: 7.0568
Epoch0, Iter [215/417] | Loss: 7.0528
Epoch0, Iter [216/417] | Loss: 7.0662
Epoch0, Iter [217/417] | Loss: 7.0234
Epoch0, Iter [218/417] | Loss: 7.0168
Epoch0, Iter [219/417] | Loss: 7.0657
Epoch0, Iter [220/417] | Loss: 7.0358
Epoch0, Iter [221/417] | Loss: 7.0761
Epoch0, Iter [222/417] | Loss: 7.0359
Epoch0, Iter [223/417] | Loss: 7.0320
Epoch0, Iter [224/417] | Loss: 7.0408
Epoch0, Iter [225/417] | Loss: 7.0417
Epoch0, Iter [226/417] | Loss: 7.0121
Epoch0, Iter [227/417] | Loss: 7.0340
Epoch0, Iter [228/417] | Loss: 7.0435
Epoch0, Iter [229/417] | Loss: 7.0534
Epoch0, Iter [230/417] | Loss: 7.0131
Epoch0, Iter [231/417] | Loss: 7.0003
Epoch0, Iter [232/417] | Loss: 7.0066
Epoch0, Iter [233/417] | Loss: 7.0827
Epoch0, Iter [234/417] | Loss: 7.0322
Epoch0, Iter [235/417] | Loss: 7.0423
Epoch0, Iter [236/417] | Loss: 7.0550
Epoch0, Iter [237/417] | Loss: 7.0174
Epoch0, Iter [238/417] | Loss: 7.0327
Epoch0, Iter [239/417] | Loss: 7.0319
Epoch0, Iter [240/417] | Loss: 6.9933
Epoch0, Iter [241/417] | Loss: 7.0074
Epoch0, Iter [242/417] | Loss: 7.0203
Epoch0, Iter [243/417] | Loss: 7.0321
Epoch0, Iter [244/417] | Loss: 7.0293
Epoch0, Iter [245/417] | Loss: 7.0072
Epoch0, Iter [246/417] | Loss: 7.0212
Epoch0, Iter [247/417] | Loss: 7.0063
Epoch0, Iter [248/417] | Loss: 7.0019
Epoch0, Iter [249/417] | Loss: 6.9970
Epoch0, Iter [250/417] | Loss: 6.9834
Epoch0, Iter [251/417] | Loss: 7.0073
Epoch0, Iter [252/417] | Loss: 7.0247
Epoch0, Iter [253/417] | Loss: 7.0287
Epoch0, Iter [254/417] | Loss: 7.0115
Epoch0, Iter [255/417] | Loss: 7.0353
Epoch0, Iter [256/417] | Loss: 6.9738
Epoch0, Iter [257/417] | Loss: 7.0217
Epoch0, Iter [258/417] | Loss: 6.9801
Epoch0, Iter [259/417] | Loss: 6.9784
Epoch0, Iter [260/417] | Loss: 7.0216
Epoch0, Iter [261/417] | Loss: 7.0840
Epoch0, Iter [262/417] | Loss: 6.9917
Epoch0, Iter [263/417] | Loss: 7.0176
Epoch0, Iter [264/417] | Loss: 6.9908
Epoch0, Iter [265/417] | Loss: 7.0130
Epoch0, Iter [266/417] | Loss: 6.9773
Epoch0, Iter [267/417] | Loss: 6.9860
Epoch0, Iter [268/417] | Loss: 6.9983
Epoch0, Iter [269/417] | Loss: 7.0040
Epoch0, Iter [270/417] | Loss: 6.9450
Epoch0, Iter [271/417] | Loss: 7.0486
Epoch0, Iter [272/417] | Loss: 7.0047
Epoch0, Iter [273/417] | Loss: 6.9790
Epoch0, Iter [274/417] | Loss: 6.9973
Epoch0, Iter [275/417] | Loss: 6.9632
Epoch0, Iter [276/417] | Loss: 7.0142
Epoch0, Iter [277/417] | Loss: 6.9576
Epoch0, Iter [278/417] | Loss: 6.9931
Epoch0, Iter [279/417] | Loss: 6.9523
Epoch0, Iter [280/417] | Loss: 6.9833
Epoch0, Iter [281/417] | Loss: 7.0205
Epoch0, Iter [282/417] | Loss: 6.9426
Epoch0, Iter [283/417] | Loss: 7.0035
Epoch0, Iter [284/417] | Loss: 6.9577
Epoch0, Iter [285/417] | Loss: 6.9785
Epoch0, Iter [286/417] | Loss: 6.9775
Epoch0, Iter [287/417] | Loss: 6.9640
Epoch0, Iter [288/417] | Loss: 6.9708
Epoch0, Iter [289/417] | Loss: 6.9778
Epoch0, Iter [290/417] | Loss: 6.9556
Epoch0, Iter [291/417] | Loss: 6.9772
Epoch0, Iter [292/417] | Loss: 6.9135
Epoch0, Iter [293/417] | Loss: 6.9616
Epoch0, Iter [294/417] | Loss: 6.9783
Epoch0, Iter [295/417] | Loss: 6.9288
Epoch0, Iter [296/417] | Loss: 7.0090
Epoch0, Iter [297/417] | Loss: 6.9655
Epoch0, Iter [298/417] | Loss: 6.9552
Epoch0, Iter [299/417] | Loss: 6.9392
Epoch0, Iter [300/417] | Loss: 6.9623
Epoch0, Iter [301/417] | Loss: 6.9861
Epoch0, Iter [302/417] | Loss: 6.9097
Epoch0, Iter [303/417] | Loss: 6.9814
Epoch0, Iter [304/417] | Loss: 6.9316
Epoch0, Iter [305/417] | Loss: 6.9460
Epoch0, Iter [306/417] | Loss: 6.9504
Epoch0, Iter [307/417] | Loss: 6.9806
Epoch0, Iter [308/417] | Loss: 6.8709
Epoch0, Iter [309/417] | Loss: 6.9377
Epoch0, Iter [310/417] | Loss: 6.9778
Epoch0, Iter [311/417] | Loss: 6.9364
Epoch0, Iter [312/417] | Loss: 6.9362
Epoch0, Iter [313/417] | Loss: 6.9890
Epoch0, Iter [314/417] | Loss: 6.9371
Epoch0, Iter [315/417] | Loss: 6.8889
Epoch0, Iter [316/417] | Loss: 6.9203
Epoch0, Iter [317/417] | Loss: 6.9810
Epoch0, Iter [318/417] | Loss: 6.9056
Epoch0, Iter [319/417] | Loss: 6.9384
Epoch0, Iter [320/417] | Loss: 6.9223
Epoch0, Iter [321/417] | Loss: 6.9455
Epoch0, Iter [322/417] | Loss: 6.9260
Epoch0, Iter [323/417] | Loss: 6.9125
Epoch0, Iter [324/417] | Loss: 6.9599
Epoch0, Iter [325/417] | Loss: 6.9449
Epoch0, Iter [326/417] | Loss: 6.9072
Epoch0, Iter [327/417] | Loss: 6.9219
Epoch0, Iter [328/417] | Loss: 6.8957
Epoch0, Iter [329/417] | Loss: 6.9587
Epoch0, Iter [330/417] | Loss: 6.9956
Epoch0, Iter [331/417] | Loss: 6.9011
Epoch0, Iter [332/417] | Loss: 6.8822
Epoch0, Iter [333/417] | Loss: 6.9271
Epoch0, Iter [334/417] | Loss: 6.9175
Epoch0, Iter [335/417] | Loss: 6.9125
Epoch0, Iter [336/417] | Loss: 6.9354
Epoch0, Iter [337/417] | Loss: 6.8994
Epoch0, Iter [338/417] | Loss: 6.8862
Epoch0, Iter [339/417] | Loss: 6.8942
Epoch0, Iter [340/417] | Loss: 6.9051
Epoch0, Iter [341/417] | Loss: 6.8880
Epoch0, Iter [342/417] | Loss: 6.9100
Epoch0, Iter [343/417] | Loss: 6.9006
Epoch0, Iter [344/417] | Loss: 6.9371
Epoch0, Iter [345/417] | Loss: 6.8976
Epoch0, Iter [346/417] | Loss: 6.8769
Epoch0, Iter [347/417] | Loss: 6.9119
Epoch0, Iter [348/417] | Loss: 6.9172
Epoch0, Iter [349/417] | Loss: 6.8885
Epoch0, Iter [350/417] | Loss: 6.9118
Epoch0, Iter [351/417] | Loss: 6.8752
Epoch0, Iter [352/417] | Loss: 6.9400
Epoch0, Iter [353/417] | Loss: 6.9677
Epoch0, Iter [354/417] | Loss: 6.9402
Epoch0, Iter [355/417] | Loss: 6.9416
Epoch0, Iter [356/417] | Loss: 6.8572
Epoch0, Iter [357/417] | Loss: 6.8682
Epoch0, Iter [358/417] | Loss: 6.9510
Epoch0, Iter [359/417] | Loss: 6.8986
Epoch0, Iter [360/417] | Loss: 6.8914
Epoch0, Iter [361/417] | Loss: 6.9072
Epoch0, Iter [362/417] | Loss: 6.9076
Epoch0, Iter [363/417] | Loss: 6.8544
Epoch0, Iter [364/417] | Loss: 6.8920
Epoch0, Iter [365/417] | Loss: 6.9065
Epoch0, Iter [366/417] | Loss: 6.8867
Epoch0, Iter [367/417] | Loss: 6.8560
Epoch0, Iter [368/417] | Loss: 6.8940
Epoch0, Iter [369/417] | Loss: 6.8648
Epoch0, Iter [370/417] | Loss: 6.8734
Epoch0, Iter [371/417] | Loss: 6.9068
Epoch0, Iter [372/417] | Loss: 6.8570
Epoch0, Iter [373/417] | Loss: 6.8649
Epoch0, Iter [374/417] | Loss: 6.8938
Epoch0, Iter [375/417] | Loss: 6.8960
Epoch0, Iter [376/417] | Loss: 6.8632
Epoch0, Iter [377/417] | Loss: 6.9066
Epoch0, Iter [378/417] | Loss: 6.8780
Epoch0, Iter [379/417] | Loss: 6.8635
Epoch0, Iter [380/417] | Loss: 6.8758
Epoch0, Iter [381/417] | Loss: 6.8673
Epoch0, Iter [382/417] | Loss: 6.8839
Epoch0, Iter [383/417] | Loss: 6.8741
Epoch0, Iter [384/417] | Loss: 6.8897
Epoch0, Iter [385/417] | Loss: 6.8804
Epoch0, Iter [386/417] | Loss: 6.8550
Epoch0, Iter [387/417] | Loss: 6.8623
Epoch0, Iter [388/417] | Loss: 6.8866
Epoch0, Iter [389/417] | Loss: 6.8881
Epoch0, Iter [390/417] | Loss: 6.8756
Epoch0, Iter [391/417] | Loss: 6.8269
Epoch0, Iter [392/417] | Loss: 6.8897
Epoch0, Iter [393/417] | Loss: 6.8691
Epoch0, Iter [394/417] | Loss: 6.8898
Epoch0, Iter [395/417] | Loss: 6.8846
Epoch0, Iter [396/417] | Loss: 6.8768
Epoch0, Iter [397/417] | Loss: 6.8560
Epoch0, Iter [398/417] | Loss: 6.8910
Epoch0, Iter [399/417] | Loss: 6.8273
Epoch0, Iter [400/417] | Loss: 6.8767
Epoch0, Iter [401/417] | Loss: 6.8766
Epoch0, Iter [402/417] | Loss: 6.8320
Epoch0, Iter [403/417] | Loss: 6.8583
Epoch0, Iter [404/417] | Loss: 6.8422
Epoch0, Iter [405/417] | Loss: 6.8229
Epoch0, Iter [406/417] | Loss: 6.8590
Epoch0, Iter [407/417] | Loss: 6.8334
Epoch0, Iter [408/417] | Loss: 6.9150
Epoch0, Iter [409/417] | Loss: 6.8292
Epoch0, Iter [410/417] | Loss: 6.8372
Epoch0, Iter [411/417] | Loss: 6.8667
Epoch0, Iter [412/417] | Loss: 6.8343
Epoch0, Iter [413/417] | Loss: 6.8752
Epoch0, Iter [414/417] | Loss: 6.8890
Epoch0, Iter [415/417] | Loss: 6.8607
Epoch0, Iter [416/417] | Loss: 6.8633
Epoch0, Iter [417/417] | Loss: 6.8076
Epoch: 01, Train Loss: 7.425 | Train PPL: 1678.178 | Val Loss: 6.991 | Val Blue Score: 1.180
Model saved to /mnt/afs/250010063/AP0004_Midterm/results
Epoch1, Iter [1/417] | Loss: 6.7889
Epoch1, Iter [2/417] | Loss: 6.8633
Epoch1, Iter [3/417] | Loss: 6.8924
Epoch1, Iter [4/417] | Loss: 6.8725
Epoch1, Iter [5/417] | Loss: 6.8575
Epoch1, Iter [6/417] | Loss: 6.8378
Epoch1, Iter [7/417] | Loss: 6.8163
Epoch1, Iter [8/417] | Loss: 6.8391
Epoch1, Iter [9/417] | Loss: 6.8276
Epoch1, Iter [10/417] | Loss: 6.7963
Epoch1, Iter [11/417] | Loss: 6.7795
Epoch1, Iter [12/417] | Loss: 6.8378
Epoch1, Iter [13/417] | Loss: 6.8380
Epoch1, Iter [14/417] | Loss: 6.8363
Epoch1, Iter [15/417] | Loss: 6.8408
Epoch1, Iter [16/417] | Loss: 6.8770
Epoch1, Iter [17/417] | Loss: 6.9040
Epoch1, Iter [18/417] | Loss: 6.8225
Epoch1, Iter [19/417] | Loss: 6.8044
Epoch1, Iter [20/417] | Loss: 6.8416
Epoch1, Iter [21/417] | Loss: 6.8622
Epoch1, Iter [22/417] | Loss: 6.8196
Epoch1, Iter [23/417] | Loss: 6.8495
Epoch1, Iter [24/417] | Loss: 6.7996
Epoch1, Iter [25/417] | Loss: 6.8241
Epoch1, Iter [26/417] | Loss: 6.8126
Epoch1, Iter [27/417] | Loss: 6.8484
Epoch1, Iter [28/417] | Loss: 6.8671
Epoch1, Iter [29/417] | Loss: 6.7885
Epoch1, Iter [30/417] | Loss: 6.8453
Epoch1, Iter [31/417] | Loss: 6.8207
Epoch1, Iter [32/417] | Loss: 6.8340
Epoch1, Iter [33/417] | Loss: 6.8711
Epoch1, Iter [34/417] | Loss: 6.7964
Epoch1, Iter [35/417] | Loss: 6.8231
Epoch1, Iter [36/417] | Loss: 6.7616
Epoch1, Iter [37/417] | Loss: 6.8000
Epoch1, Iter [38/417] | Loss: 6.7989
Epoch1, Iter [39/417] | Loss: 6.8099
Epoch1, Iter [40/417] | Loss: 6.8047
Epoch1, Iter [41/417] | Loss: 6.7725
Epoch1, Iter [42/417] | Loss: 6.7747
Epoch1, Iter [43/417] | Loss: 6.8013
Epoch1, Iter [44/417] | Loss: 6.8211
Epoch1, Iter [45/417] | Loss: 6.7829
Epoch1, Iter [46/417] | Loss: 6.7572
Epoch1, Iter [47/417] | Loss: 6.8111
Epoch1, Iter [48/417] | Loss: 6.8654
Epoch1, Iter [49/417] | Loss: 6.8013
Epoch1, Iter [50/417] | Loss: 6.8148
Epoch1, Iter [51/417] | Loss: 6.8225
Epoch1, Iter [52/417] | Loss: 6.7978
Epoch1, Iter [53/417] | Loss: 6.8256
Epoch1, Iter [54/417] | Loss: 6.7977
Epoch1, Iter [55/417] | Loss: 6.7741
Epoch1, Iter [56/417] | Loss: 6.8290
Epoch1, Iter [57/417] | Loss: 6.8095
Epoch1, Iter [58/417] | Loss: 6.8340
Epoch1, Iter [59/417] | Loss: 6.8068
Epoch1, Iter [60/417] | Loss: 6.7822
Epoch1, Iter [61/417] | Loss: 6.7833
Epoch1, Iter [62/417] | Loss: 6.8005
Epoch1, Iter [63/417] | Loss: 6.8031
Epoch1, Iter [64/417] | Loss: 6.8225
Epoch1, Iter [65/417] | Loss: 6.7640
Epoch1, Iter [66/417] | Loss: 6.7496
Epoch1, Iter [67/417] | Loss: 6.7710
Epoch1, Iter [68/417] | Loss: 6.7845
Epoch1, Iter [69/417] | Loss: 6.7488
Epoch1, Iter [70/417] | Loss: 6.7940
Epoch1, Iter [71/417] | Loss: 6.8059
Epoch1, Iter [72/417] | Loss: 6.8306
Epoch1, Iter [73/417] | Loss: 6.7826
Epoch1, Iter [74/417] | Loss: 6.7854
Epoch1, Iter [75/417] | Loss: 6.8143
Epoch1, Iter [76/417] | Loss: 6.7708
Epoch1, Iter [77/417] | Loss: 6.7692
Epoch1, Iter [78/417] | Loss: 6.7760
Epoch1, Iter [79/417] | Loss: 6.7556
Epoch1, Iter [80/417] | Loss: 6.8109
Epoch1, Iter [81/417] | Loss: 6.8212
Epoch1, Iter [82/417] | Loss: 6.7889
Epoch1, Iter [83/417] | Loss: 6.8075
Epoch1, Iter [84/417] | Loss: 6.8101
Epoch1, Iter [85/417] | Loss: 6.7662
Epoch1, Iter [86/417] | Loss: 6.7700
Epoch1, Iter [87/417] | Loss: 6.7894
Epoch1, Iter [88/417] | Loss: 6.8141
Epoch1, Iter [89/417] | Loss: 6.8093
Epoch1, Iter [90/417] | Loss: 6.7381
Epoch1, Iter [91/417] | Loss: 6.7909
Epoch1, Iter [92/417] | Loss: 6.7431
Epoch1, Iter [93/417] | Loss: 6.7713
Epoch1, Iter [94/417] | Loss: 6.7619
Epoch1, Iter [95/417] | Loss: 6.7298
Epoch1, Iter [96/417] | Loss: 6.7838
Epoch1, Iter [97/417] | Loss: 6.7878
Epoch1, Iter [98/417] | Loss: 6.8102
Epoch1, Iter [99/417] | Loss: 6.7565
Epoch1, Iter [100/417] | Loss: 6.7606
Epoch1, Iter [101/417] | Loss: 6.7536
Epoch1, Iter [102/417] | Loss: 6.7846
Epoch1, Iter [103/417] | Loss: 6.7239
Epoch1, Iter [104/417] | Loss: 6.7535
Epoch1, Iter [105/417] | Loss: 6.8011
Epoch1, Iter [106/417] | Loss: 6.8005
Epoch1, Iter [107/417] | Loss: 6.7813
Epoch1, Iter [108/417] | Loss: 6.7483
Epoch1, Iter [109/417] | Loss: 6.7690
Epoch1, Iter [110/417] | Loss: 6.7541
Epoch1, Iter [111/417] | Loss: 6.7879
Epoch1, Iter [112/417] | Loss: 6.7763
Epoch1, Iter [113/417] | Loss: 6.7363
Epoch1, Iter [114/417] | Loss: 6.7462
Epoch1, Iter [115/417] | Loss: 6.7411
Epoch1, Iter [116/417] | Loss: 6.7146
Epoch1, Iter [117/417] | Loss: 6.7531
Epoch1, Iter [118/417] | Loss: 6.7526
Epoch1, Iter [119/417] | Loss: 6.7449
Epoch1, Iter [120/417] | Loss: 6.7229
Epoch1, Iter [121/417] | Loss: 6.7338
