epoch,train_loss,val_loss,train_PPL,val_blue,lr
1,7.4254648565388415,6.991295337677002,1678.1795044411958,1.1798978874460555,1e-05
2,6.69060044551639,6.782328923543294,804.8053488561271,3.531631686078111,0.00010899999999999999
3,5.970044385329139,5.966277440388997,391.5230482435943,6.279618480463077,0.000208
4,5.359841176360059,5.590193430582683,212.69116338209133,7.032751446627142,0.000307
5,4.933436485217344,5.315738042195638,138.8558695169064,7.849420382930404,0.000406
6,4.624071146372697,5.167359511057536,101.90807142572444,9.342226463559982,0.000505
7,4.419956211849368,5.080693403879802,83.09264680534689,8.90096413908604,0.0006039999999999999
8,4.262303459844429,4.993966897328694,70.97327940838169,10.589542820750339,0.000703
9,4.1264393701256035,4.9383015632629395,61.95692404594108,11.844119616739164,0.000802
10,4.025004150770265,4.89391565322876,55.980541143527475,11.804515991947486,0.000901
11,3.9478264563946985,4.879417260487874,51.82260564043816,11.740168236536586,0.0009045084971874737
12,3.8456465894941516,4.813522974650065,46.78892780146886,12.127342668847415,0.0008852566213878947
13,3.7450817952053153,4.723898251851399,42.31246803430708,12.535540497078527,0.0008644843137107057
14,3.654282850041378,4.703372637430827,38.639800645048695,12.802746044691382,0.0008422735529643444
15,3.5750409487625965,4.629997889200847,35.69608249613643,11.63997189388378,0.0008187119948743449
16,3.504923313355846,4.674949963887532,33.27889170802106,11.683950773182005,0.0007938926261462367
17,3.439959782776501,4.678292910257976,31.185703940663497,12.248993900517313,0.0007679133974894983
18,3.3803577194396826,4.624277273813884,29.381279488488115,11.680976963212906,0.0007408768370508576
19,3.3247205787997167,4.629716714223226,27.79123209822137,11.989750956732875,0.0007128896457825364
20,3.2721215060574833,4.626445770263672,26.367218261836985,10.25712752985275,0.0006840622763423391
21,3.2225686926350035,4.663284619649251,25.09249237010424,11.975707603076227,0.0006545084971874737
22,3.1728296337081945,4.638133843739827,23.874946217836513,11.732193228749713,0.0006243449435824273
23,3.1261627245292387,4.631889661153157,22.786373972672887,11.89884605107163,0.0005936906572928624
24,3.0781634963101907,4.65839417775472,21.718479680240453,11.79414923442264,0.0005626666167821522
25,3.0326427149829818,4.677868207295735,20.75200181390944,11.572591536169412,0.0005313952597646568
26,2.9862644746720934,4.7248771985371905,19.81153759224851,11.756287610635855,0.0005
27,2.9412560354319695,4.716596921284993,18.939620212754086,11.6513280780388,0.0004686047402353433
28,2.895789363687273,4.768680890401204,18.09778153598685,11.11461549545982,0.00043733338321784795
29,2.851047784590321,4.79080867767334,17.30590520501395,11.246287838174231,0.0004063093427071377
30,2.8050740416959035,4.8330872853597,16.52829964409433,11.181395114689291,0.00037565505641757257
31,2.762736071785577,4.8667019208272295,15.843131646255038,11.17295788865568,0.00034549150281252644
32,2.717502842704169,4.9277729988098145,15.142461883819479,10.861628377669986,0.00031593772365766116
33,2.673730000603399,4.967786153157552,14.493930862571883,10.812826155697039,0.00028711035421746366
34,2.6326992980581965,5.002551237742106,13.911269931395257,10.026095105124021,0.0002591231629491423
35,2.5899602852279333,5.05101744333903,13.329242224866992,10.334499882675134,0.00023208660251050156
36,2.5487348575957958,5.136547565460205,12.790911217702622,10.305565515026082,0.00020610737385376348
37,2.509107637748444,5.146428902943929,12.293954503231207,9.83226342390584,0.00018128800512565513
38,2.471837281609039,5.207576274871826,11.84418798199442,9.94803695981203,0.00015772644703565563
39,2.4359538829583918,5.263861497243245,11.426713263530509,9.162537567657171,0.00013551568628929433
40,2.4010429879744275,5.32863982518514,11.034679418769048,9.637762259704461,0.00011474337861210544
41,2.368199929916601,5.351698716481526,10.678153549020646,9.443963165108183,9.549150281252633e-05
42,2.3394252076137554,5.4291755358378095,10.37527122157636,9.455319560393207,7.783603724899258e-05
43,2.3125950518271905,5.458712895711263,10.100602260553377,9.151592326419639,6.184665997806821e-05
44,2.289308411326054,5.511849721272786,9.868110647138778,9.008502079021886,4.758647376699032e-05
45,2.2672979848847974,5.524056275685628,9.653282229063585,9.247109179790138,3.5111757055874326e-05
46,2.248746847363113,5.56000820795695,9.475853701796204,9.387548849100973,2.4471741852423235e-05
47,2.23426537490863,5.578456560770671,9.339618213521248,9.063017303591801,1.5708419435684518e-05
48,2.2230488727990387,5.600313663482666,9.235445683984338,9.40584434448464,8.856374635655639e-06
49,2.2134166438516667,5.599421501159668,9.146914816008689,8.956537211506678,3.942649342761117e-06
50,2.2073382250696634,5.613791783650716,9.091484671674381,9.10748262258657,9.866357858642206e-07
