=== Training Log Started ===
Configurations: Namespace(data_root='/mnt/afs/250010063/AP0004_Midterm/data', save_path='/mnt/afs/250010063/AP0004_Midterm/results', exp='Transformer_batch480', d_model=256, n_head=8, n_layers=3, ffn_dim=1024, dropout=0.33, norm_type='layernorm', pos_type='learnable', resume='', batch_size=480, lr=0.0008, epochs=50, clip=1.0, seed=42)
Using device: cuda
Model initialized with 24,743,010 trainable parameters
Epoch0, Iter [1/209] | Loss: 9.7782
Epoch0, Iter [2/209] | Loss: 9.7575
Epoch0, Iter [3/209] | Loss: 9.7366
Epoch0, Iter [4/209] | Loss: 9.7131
Epoch0, Iter [5/209] | Loss: 9.6906
Epoch0, Iter [6/209] | Loss: 9.6712
Epoch0, Iter [7/209] | Loss: 9.6555
Epoch0, Iter [8/209] | Loss: 9.6345
Epoch0, Iter [9/209] | Loss: 9.6182
Epoch0, Iter [10/209] | Loss: 9.5932
Epoch0, Iter [11/209] | Loss: 9.5682
Epoch0, Iter [12/209] | Loss: 9.5571
Epoch0, Iter [13/209] | Loss: 9.5413
Epoch0, Iter [14/209] | Loss: 9.5136
Epoch0, Iter [15/209] | Loss: 9.4971
Epoch0, Iter [16/209] | Loss: 9.4826
Epoch0, Iter [17/209] | Loss: 9.4575
Epoch0, Iter [18/209] | Loss: 9.4406
Epoch0, Iter [19/209] | Loss: 9.4176
Epoch0, Iter [20/209] | Loss: 9.3973
Epoch0, Iter [21/209] | Loss: 9.3788
Epoch0, Iter [22/209] | Loss: 9.3550
Epoch0, Iter [23/209] | Loss: 9.3417
Epoch0, Iter [24/209] | Loss: 9.3285
Epoch0, Iter [25/209] | Loss: 9.3063
Epoch0, Iter [26/209] | Loss: 9.2711
Epoch0, Iter [27/209] | Loss: 9.2591
Epoch0, Iter [28/209] | Loss: 9.2461
Epoch0, Iter [29/209] | Loss: 9.2124
Epoch0, Iter [30/209] | Loss: 9.1858
Epoch0, Iter [31/209] | Loss: 9.1738
Epoch0, Iter [32/209] | Loss: 9.1491
Epoch0, Iter [33/209] | Loss: 9.1272
Epoch0, Iter [34/209] | Loss: 9.1060
Epoch0, Iter [35/209] | Loss: 9.0772
Epoch0, Iter [36/209] | Loss: 9.0629
Epoch0, Iter [37/209] | Loss: 9.0289
