epoch,train_loss,val_loss,train_PPL,val_blue,lr
1,6.867653840733776,6.665238274468316,960.6919832975307,4.784643469033799,1e-05
2,6.260448079661259,6.3758566114637585,523.4534364060362,6.032206837655328,8.9e-05
3,5.6713827132606625,5.7868373658921985,290.43584637424925,5.848570998453169,0.000168
4,5.155170000450441,5.480964130825466,173.3252696283732,8.715558751001577,0.000247
5,4.801510583446207,5.290864944458008,121.6941078488367,9.226310627790136,0.000326
6,4.589941557682269,5.181161138746473,98.48867408736486,9.71998032532702,0.000405
7,4.426785821462722,5.062857204013401,83.66207943267818,8.04825881438076,0.000484
8,4.322725776862297,5.043780909644233,75.39385528976304,11.254945622405524,0.000563
9,4.254245631624713,4.963970025380452,70.40368683617052,8.783961937731544,0.000642
10,4.192832506410934,4.945489512549506,66.21006604279833,10.99686780669246,0.000721
11,4.131291651911698,4.905731678009033,62.25828705784845,9.905607386385721,0.000723606797749979
12,4.038205819281548,4.858070161607531,56.724477486628864,9.682728790942079,0.0007082052971103158
13,3.952452911755677,4.79452477561103,52.06291607623989,9.391193499755442,0.0006915874509685647
14,3.881367204714193,4.699603928460015,48.49046616555601,9.325214915317733,0.0006738188423714755
15,3.824014112916476,4.6414013438754615,45.78763666726251,7.665154045684643,0.000654969595899476
16,3.7759089539990716,4.650523291693793,43.637154460788054,8.823552012624303,0.0006351141009169894
17,3.732998469523777,4.649435732099745,41.80426925171579,9.236831706133831,0.0006143307179915986
18,3.694549139917576,4.607468022240533,40.2274315556384,9.795346579640693,0.0005927014696406861
19,3.658333088297578,4.599738756815593,38.79661840410126,10.004703748926625,0.0005703117166260291
20,3.6234183832064457,4.583261489868164,37.46542033681074,9.358258929240414,0.0005472498210738713
21,3.5909177646282266,4.5639387766520185,36.26734554420221,10.54583380258788,0.0005236067977499791
22,3.5584455260132057,4.532974349127875,35.10857933183516,8.29913674651015,0.0004994759548659418
23,3.52762704962517,4.53328439924452,34.0430891312776,7.96380647951188,0.00047495252583428996
24,3.497537116626815,4.550424257914226,33.03399281602798,8.768878456474315,0.00045013329342572184
25,3.4669039136432356,4.508196089002821,32.0373981834825,10.661003491206946,0.0004251162078117254
26,3.438226118871532,4.498618761698405,31.131685250047415,9.001296725005687,0.0004
27,3.4089210851505696,4.456960625118679,30.232608246852106,8.667231231969465,0.0003748837921882747
28,3.3794290660453115,4.491936259799534,29.354007128804827,11.867883637596206,0.00034986670657427836
29,3.3494893868096804,4.45983870824178,28.488183487075702,9.779176551414087,0.0003250474741657102
30,3.320197083096198,4.443862597147624,27.66580248327021,9.729390333891097,0.0003005240451340581
31,3.290059987270124,4.433681223127577,26.844473934309217,9.303310250660056,0.00027639320225002114
32,3.259415820750492,4.462320433722602,26.034323987497785,10.983796258610203,0.00025275017892612895
33,3.2289410881747296,4.466568152109782,25.252902211223294,11.241998964716533,0.00022968828337397094
34,3.1991300435572523,4.47985299428304,24.511197245122425,11.298564945189051,0.00020729853035931383
35,3.1669226390699032,4.449242009056939,23.73433274890551,10.148946101753557,0.00018566928200840126
36,3.1384072143586725,4.454435613420275,23.0670966426403,10.46949955161666,0.0001648858990830108
37,3.107246837718943,4.437294589148627,22.359400523736703,10.830587908291493,0.0001450304041005241
38,3.077277520636849,4.478937360975477,21.69924615705673,10.621152708543923,0.00012618115762852452
39,3.045983873446258,4.495056947072347,21.030712586949075,9.996509569735073,0.00010841254903143547
40,3.0174067651145675,4.489339563581678,20.438221792837393,10.390951814776928,9.179470288968435e-05
41,2.9889707272111403,4.5038425657484265,19.86522522954586,10.521691897475382,7.639320225002106e-05
42,2.9618780118087558,4.525556882222493,19.33424762694023,10.10964982932199,6.226882979919406e-05
43,2.9365540125731875,4.51953305138482,18.850774726022312,9.952862658981115,4.947732798245457e-05
44,2.9127591603089753,4.559744199117024,18.407517856171648,10.845867425633447,3.806917901359226e-05
45,2.8918287097585367,4.567497253417969,18.026244247182692,10.301616257859829,2.8089405644699463e-05
46,2.871302276152512,4.574562125735813,17.660001430048546,11.090161392839168,1.957739348193859e-05
47,2.8554324581727486,4.578130351172553,17.38195254994209,10.313594374851387,1.2566735548547615e-05
48,2.8417547010846245,4.59247350692749,17.145824954431458,10.239648392387716,7.085099708524512e-06
49,2.8313336079179274,4.594217300415039,16.96807450080686,10.484813348025048,3.154119474208894e-06
50,2.8225572415290654,4.599383142259386,16.819808034170766,10.438619878041916,7.893086286913764e-07
